Name;Edition;Qty;Rarity;Color;Cost;Type;P/T;Text;Comment
Orzhov Charm;GTC;2;U;Gld;WB;Instant;;"Choose one ﾗ Return target creature you control and all Auras you control attached to it to their ownerﾒs hand; or destroy target creature and you lose life equal to its toughness; or return target creature card with converted mana cost 1 or less from your graveyard to the battlefield.";
Debt to the Deathless;DGM;9;U;Gld;XWWBB;Sorcery;;Each opponent loses two times X life. You gain life equal to the life lost this way.;
One Thousand Lashes;GTC;2;U;Gld;2WB;Enchantment - Aura;;"Enchant creature
Enchanted creature canﾒt attack or block, and its activated abilities canﾒt be activated.
At the beginning of the upkeep of enchanted creatureﾒs controller, that player loses 1 life.";
Aurelia's Fury;GTC;1;M;Gld;XRW;Instant;;Aureliaﾒs Fury deals X damage divided as you choose among any number of target creatures and/or players. Tap each creature dealt damage this way. Players dealt damage this way canﾒt cast noncreature spells this turn.;
Gleam of Battle;DGM;7;U;Gld;4RW;Enchantment;;Whenever a creature you control attacks, put a +1/+1 counter on it.;
Coursers' Accord;RTR;1;C;Gld;4GW;Sorcery;;Put a 3/3 green Centaur creature token onto the battlefield, then populate. #(Put a token onto the battlefield thatﾒs a copy of a creature token you control.)#;
Unflinching Courage;DGM;8;U;Gld;1GW;Enchantment - Aura;;"Enchant creature
Enchanted creature gets +2/+2 and has trample and lifelink.";
Psychic Strike;GTC;9;C;Gld;1UB;Instant;;Counter target spell. Its controller puts the top two cards of his or her library into his or her graveyard.;
Warped Physique;DGM;5;U;Gld;UB;Instant;;Target creature gets +X/-X until end of turn, where X is the number of cards in your hand.;
Dimir Charm;GTC;2;U;Gld;UB;Instant;;"Choose one ﾗ Counter target sorcery spell; or destroy target creature with power 2 or less; or look at the top three cards of target playerﾒs library, then put one back and the rest into that playerﾒs graveyard.";
Pilfered Plans;DGM;11;C;Gld;1UB;Sorcery;;Target player puts the top two cards of his or her library into his or her graveyard. Draw two cards.;
Dragonshift;DGM;3;R;Gld;1UR;Instant;;"Until end of turn, target creature you control becomes a 4/4 blue and red Dragon, loses all abilities, and gains flying.
Overload %3%U%U%R%R #(You may cast this spell for its overload cost. If you do, change its text by replacing all instances of ﾓtargetﾔ with ﾓeach.ﾔ)#";
Chemister's Trick;RTR;3;C;Gld;UR;Instant;;"Target creature you donﾒt control gets -2/-0 until end of turn and attacks this turn if able.
Overload %3%U%R #(You may cast this spell for its overload cost. If you do, change its text by replacing all instances of ﾓtargetﾔ with ﾓeach.ﾔ)#";
Blast of Genius;DGM;4;U;Gld;4UR;Sorcery;;Choose target creature or player. Draw three cards, then discard a card. Blast of Genius deals damage equal to the discarded cardﾒs converted mana cost to that creature or player.;
Plasm Capture;DGM;5;R;Gld;GGUU;Instant;;Counter target spell. At the beginning of your next precombat main phase, add X mana in any combination of colors to your mana pool, where X is that spellﾒs converted mana cost.;
Simic Charm;GTC;2;U;Gld;GU;Instant;;"Choose one ﾗ Target creature gets +3/+3 until end of turn; or permanents you control gain hexproof until end of turn; or return target creature to its ownerﾒs hand.";
Hydroform;GTC;3;C;Gld;GU;Instant;;Target land becomes a 3/3 Elemental creature with flying until end of turn. Itﾒs still a land.;
Bred for the Hunt;DGM;12;U;Gld;1GU;Enchantment;;Whenever a creature you control with a +1/+1 counter on it deals combat damage to a player, you may draw a card.;
Showstopper;DGM;6;U;Gld;1BR;Instant;;Until end of turn, creatures you control gain ﾓWhen this creature dies, it deals 2 damage to target creature an opponent controls.ﾔ;
Auger Spree;RTR;2;C;Gld;1BR;Instant;;Target creature gets +4/-4 until end of turn.;
Morgue Burst;DGM;16;C;Gld;4BR;Sorcery;;Return target creature card from your graveyard to your hand. Morgue Burst deals damage to target creature or player equal to the power of the card returned this way.;
Skull Rend;RTR;3;C;Gld;3BR;Sorcery;;Skull Rend deals 2 damage to each opponent. Those players each discard two cards at random.;
Putrefy;DGM;6;U;Gld;1BG;Instant;;Destroy target artifact or creature. It canﾒt be regenerated.;
Drown in Filth;DGM;9;C;Gld;BG;Sorcery;;Choose target creature. Put the top four cards of your library into your graveyard, then that creature gets -1/-1 until end of turn for each land card in your graveyard.;
Rites of Reaping;RTR;1;U;Gld;4BG;Sorcery;;Target creature gets +3/+3 until end of turn. Another target creature gets -3/-3 until end of turn.;
Gaze of Granite;DGM;2;R;Gld;XBBG;Sorcery;;Destroy each nonland permanent with converted mana cost X or less.;
Ready/Willing;DGM;2;R;Gld;1GW/1WB;Instant/Instant;;"Creatures you control are indestructible this turn. Untap each creature you control.
//
Creatures you control gain deathtouch and lifelink until end of turn.
//
Fuse #(You may cast one or both halves of this card from your hand.)#";
Catch/Release;DGM;1;R;Gld;1UR/4RW;Sorcery/Sorcery;;"Gain control of target permanent until end of turn. Untap it. It gains haste until end of turn.
//
Each player sacrifices an artifact, a creature, an enchantment, a land, and a planeswalker.
//
Fuse #(You may cast one or both halves of this card from your hand.)#";
Flesh/Blood;DGM;1;R;Gld;3BG/RG;Sorcery/Sorcery;;"Exile target creature card from a graveyard. Put X +1/+1 counters on target creature, where X is the power of the card you exiled.
//
Target creature you control deals damage equal to its power to target creature or player.
//
Fuse #(You may cast one or both halves of this card from your hand.)#";
Gruul Cluestone;DGM;9;C;Art;3;Artifact;;"%T: Add %R or %G to your mana pool.
%R%G, %T, Sacrifice Gruul Cluestone: Draw a card.";
Golgari Keyrune;RTR;2;U;Art;3;Artifact;;"%T: Add %B or %G to your mana pool.
%B%G: Golgari Keyrune becomes a 2/2 black and green Insect artifact creature with deathtouch until end of turn.";
Golgari Cluestone;DGM;15;C;Art;3;Artifact;;"%T: Add %B or %G to your mana pool.
%B%G, %T, Sacrifice Golgari Cluestone: Draw a card.";
Rakdos Keyrune;RTR;2;U;Art;3;Artifact;;"%T: Add %B or %R to your mana pool.
%B%R: Rakdos Keyrune becomes a 3/1 black and red Devil artifact creature with first strike until end of turn.";
Rakdos Cluestone;DGM;10;C;Art;3;Artifact;;"%T: Add %B or %R to your mana pool.
%B%R, %T, Sacrifice Rakdos Cluestone: Draw a card.";
Simic Keyrune;GTC;2;U;Art;3;Artifact;;"%T: Add %G or %U to your mana pool.
%G%U: Simic Keyrune becomes a 2/3 green and blue Crab artifact creature with hexproof until end of turn. #(It canﾒt be the target of spells or abilities your opponents control.)#";
Izzet Cluestone;DGM;11;C;Art;3;Artifact;;"%T: Add %U or %R to your mana pool.
%U%R, %T, Sacrifice Izzet Cluestone: Draw a card.";
Dimir Cluestone;DGM;11;C;Art;3;Artifact;;"%T: Add %U or %B to your mana pool.
%U%B, %T, Sacrifice Dimir Cluestone: Draw a card.";
Selesnya Cluestone;DGM;12;C;Art;3;Artifact;;"%T: Add %G or %W to your mana pool.
%G%W, %T, Sacrifice Selesnya Cluestone: Draw a card.";
Boros Cluestone;DGM;14;C;Art;3;Artifact;;"%T: Add %R or %W to your mana pool.
%R%W, %T, Sacrifice Boros Cluestone: Draw a card.";
Orzhov Keyrune;GTC;1;U;Art;3;Artifact;;"%T: Add %W or %B to your mana pool.
%W%B: Orzhov Keyrune becomes a 1/4 white and black Thrull artifact creature with lifelink until end of turn.";
Orzhov Cluestone;DGM;16;C;Art;3;Artifact;;"%T: Add %W or %B to your mana pool.
%W%B, %T, Sacrifice Orzhov Cluestone: Draw a card.";
Sands of Delirium;M13;1;R;Art;3;Artifact;;%X, %T: Target player puts the top X cards of his or her library into his or her graveyard.;
Prophetic Prism;GTC;1;C;Art;2;Artifact;;"When Prophetic Prism enters the battlefield, draw a card.
%1, %T: Add one mana of any color to your mana pool.";
Glaring Spotlight;GTC;1;R;Art;1;Artifact;;"Creatures your opponents control with hexproof can be the targets of spells and abilities you control as though they didnﾒt have hexproof.
%3, Sacrifice Glaring Spotlight: Creatures you control gain hexproof until end of turn and are unblockable this turn.";
Codex Shredder;RTR;2;U;Art;1;Artifact;;"%T: Target player puts the top card of his or her library into his or her graveyard.
%5, %T, Sacrifice Codex Shredder: Return target card from your graveyard to your hand.";
Angel's Mercy;AVR;4;C;W;2WW;Instant;;You gain 7 life.;
Divine Verdict;M13;6;C;W;3W;Instant;;Destroy target attacking or blocking creature.;
Safe Passage;M13;5;C;W;2W;Instant;;Prevent all damage that would be dealt to you and creatures you control this turn.;
Avenging Arrow;RTR;8;C;W;2W;Instant;;Destroy target creature that dealt damage this turn.;
Glorious Charge;M13;5;C;W;1W;Instant;;Creatures you control get +1/+1 until end of turn.;
Swift Justice;RTR;3;C;W;W;Instant;;Until end of turn, target creature gets +1/+0 and gains first strike and lifelink.;
Smite;GTC;7;C;W;W;Instant;;Destroy target blocked creature.;
Rain of Blades;M13;5;U;W;W;Instant;;Rain of Blades deals 1 damage to each attacking creature.;
Erase;M13;5;C;W;W;Instant;;Exile target enchantment.;
Knight Watch;GTC;4;C;W;4W;Sorcery;;Put two 2/2 white Knight creature tokens with vigilance onto the battlefield.;
Angelic Edict;GTC;6;C;W;4W;Sorcery;;Exile target creature or enchantment.;
Captain's Call;M13;5;C;W;3W;Sorcery;;Put three 1/1 white Soldier creature tokens onto the battlefield.;
Knightly Valor;RTR;3;C;W;4W;Enchantment - Aura;;"Enchant creature
When Knightly Valor enters the battlefield, put a 2/2 white Knight creature token with vigilance onto the battlefield.
Enchanted creature gets +2/+2 and has vigilance.";
Angelic Benediction;M13;4;U;W;3W;Enchantment;;"Exalted #(Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)#
Whenever a creature you control attacks alone, you may tap target creature.";
Security Blockade;RTR;2;U;W;2W;Enchantment - Aura;;"Enchant land
When Security Blockade enters the battlefield, put a 2/2 white Knight creature token with vigilance onto the battlefield.
Enchanted land has ﾓ%T: Prevent the next 1 damage that would be dealt to you this turn.ﾔ";
Oblivion Ring;M13;6;U;W;2W;Enchantment;;"When Oblivion Ring enters the battlefield, exile another target nonland permanent.
When Oblivion Ring leaves the battlefield, return the exiled card to the battlefield under its ownerﾒs control.";
Pacifism;M13;6;C;W;1W;Enchantment - Aura;;"Enchant creature
Enchanted creature canﾒt attack or block.";
Divine Favor;M13;6;C;W;1W;Enchantment - Aura;;"Enchant creature
When Divine Favor enters the battlefield, you gain 3 life.
Enchanted creature gets +1/+3.";
Guildscorn Ward;GTC;6;C;W;W;Enchantment - Aura;;"Enchant creature
Enchanted creature has protection from multicolored.";
Rewind;M13;4;U;U;2UU;Instant;;Counter target spell. Untap up to four lands.;
Downpour;M13;4;C;U;1U;Instant;;Tap up to three target creatures.;
Negate;M13;6;C;U;1U;Instant;;Counter target noncreature spell.;
Essence Scatter;M13;5;C;U;1U;Instant;;Counter target creature spell.;
Unsummon;M13;4;C;U;U;Instant;;Return target creature to its ownerﾒs hand.;
Hydrosurge;M13;5;C;U;U;Instant;;Target creature gets -5/-0 until end of turn.;
Switcheroo;M13;4;U;U;4U;Sorcery;;Exchange control of two target creatures.;
Talrand's Invocation;M13;6;U;U;2UU;Sorcery;;Put two 2/2 blue Drake creature tokens with flying onto the battlefield.;
Sleep;M13;4;U;U;2UU;Sorcery;;Tap all creatures target player controls. Those creatures donﾒt untap during that playerﾒs next untap step.;
Mind Sculpt;M13;4;C;U;1U;Sorcery;;Target opponent puts the top seven cards of his or her library into his or her graveyard.;
Inaction Injunction;RTR;2;C;U;1U;Sorcery;;"Detain target creature an opponent controls. #(Until your next turn, that creature canﾒt attack or block and its activated abilities canﾒt be activated.)#
Draw a card.";
Hands of Binding;GTC;6;C;U;1U;Sorcery;;"Tap target creature an opponent controls. That creature doesnﾒt untap during its controllerﾒs next untap step.
Cipher #(Then you may exile this spell card encoded on a creature you control. Whenever that creature deals combat damage to a player, its controller may cast a copy of the encoded card without paying its mana cost.)#";
Index;M13;4;C;U;U;Sorcery;;Look at the top five cards of your library, then put them back in any order.;
Way of the Thief;GTC;3;C;U;3U;Enchantment - Aura;;"Enchant creature
Enchanted creature gets +2/+2.
Enchanted creature is unblockable as long as you control a Gate.";
Tricks of the Trade;M13;4;C;U;3U;Enchantment - Aura;;"Enchant creature
Enchanted creature gets +2/+0 and is unblockable.";
Encrust;M13;5;C;U;1UU;Enchantment - Aura;;"Enchant artifact or creature
Enchanted permanent doesnﾒt untap during its controllerﾒs untap step and its activated abilities canﾒt be activated.";
Killing Glare;GTC;3;U;B;XB;Instant;;Destroy target creature with power X or less.;
Public Execution;M13;4;U;B;5B;Instant;;Destroy target creature an opponent controls. Each other creature that player controls gets -2/-0 until end of turn.;
Launch Party;RTR;5;C;B;3B;Instant;;"As an additional cost to cast Launch Party, sacrifice a creature.
Destroy target creature. Its controller loses 2 life.";
Murder;M13;7;C;B;1BB;Instant;;Destroy target creature.;
Cower in Fear;M13;4;U;B;1BB;Instant;;Creatures your opponents control get -1/-1 until end of turn.;
Cremate;RTR;2;C;B;B;Instant;;"Exile target card from a graveyard.
Draw a card.";
Rise from the Grave;M13;4;U;B;4B;Sorcery;;Put target creature card from a graveyard onto the battlefield under your control. That creature is a black Zombie in addition to its other colors and types.;
Essence Drain;M13;4;C;B;4B;Sorcery;;Essence Drain deals 3 damage to target creature or player and you gain 3 life.;
Mind Rot;RTR;9;C;B;2B;Sorcery;;Target player discards two cards.;
Sign in Blood;M13;5;C;B;BB;Sorcery;;Target player draws two cards and loses 2 life.;
Duress;M13;6;C;B;B;Sorcery;;Target opponent reveals his or her hand. You choose a noncreature, nonland card from it. That player discards that card.;
Disentomb;M13;4;C;B;B;Sorcery;;Return target creature card from your graveyard to your hand.;
Mark of the Vampire;M13;4;C;B;3B;Enchantment - Aura;;"Enchant creature
Enchanted creature gets +2/+2 and has lifelink. #(Damage dealt by the creature also causes its controller to gain that much life.)#";
Blood Reckoning;M13;5;U;B;3B;Enchantment;;Whenever a creature attacks you or a planeswalker you control, that creatureﾒs controller loses 1 life.;
Stab Wound;RTR;3;C;B;2B;Enchantment - Aura;;"Enchant creature
Enchanted creature gets -2/-2.
At the beginning of the upkeep of enchanted creatureﾒs controller, that player loses 2 life.";
Dark Favor;M13;4;C;B;1B;Enchantment - Aura;;"Enchant creature
When Dark Favor enters the battlefield, you lose 1 life.
Enchanted creature gets +3/+1.";
