Comment,Name,Color,Text,P/T,Rarity,Edition,Cost,Stars,Qty,Type
,Wear/Tear,Gld,"Destroy target artifact.
//
Destroy target enchantment.
//
Fuse #(You may cast one or both halves of this card from your hand.)#",,U,DGM,1R/W,0.000,8,Instant/Instant
,Arrows of Justice,Gld,Arrows of Justice deals 4 damage to target attacking or blocking creature.,,U,GTC,2%P,2.853,7,Instant
,Shattering Blow,Gld,Exile target artifact.,,C,GTC,1%P,4.177,2,Instant
,Profit/Loss,Gld,"Creatures you control get +1/+1 until end of turn.
//
Creatures your opponents control get -1/-1 until end of turn.
//
Fuse #(You may cast one or both halves of this card from your hand.)#",,U,DGM,1W/2B,0.000,2,Instant/Instant
,Beckon Apparition,Gld,Exile target card from a graveyard. Put a 1/1 white and black Spirit creature token with flying onto the battlefield.,,C,GTC,%O,4.027,3,Instant
,Gift of Orzhova,Gld,"Enchant creature
Enchanted creature gets +1/+1 and has flying and lifelink.",,U,GTC,1%O%O,3.803,1,Enchantment - Aura
,Protect/Serve,Gld,"Target creature gets +2/+4 until end of turn.
//
Target creature gets -6/-0 until end of turn.
//
Fuse #(You may cast one or both halves of this card from your hand.)#",,U,DGM,2W/1U,0.000,5,Instant/Instant
,Render Silent,Gld,Counter target spell. Its controller canﾒt cast spells this turn.,,R,DGM,WUU,3.863,3,Instant
,Restore the Peace,Gld,Return each creature that dealt damage this turn to its ownerﾒs hand.,,U,DGM,1WU,3.384,8,Instant
,Search Warrant,Gld,Target player reveals his or her hand. You gain life equal to the number of cards in that playerﾒs hand.,,C,RTR,WU,1.926,2,Sorcery
,Orzhov Charm,Gld,Choose one ﾗ Return target creature you control and all Auras you control attached to it to their ownerﾒs hand; or destroy target creature and you lose life equal to its toughness; or return target creature card with converted mana cost 1 or less from your graveyard to the battlefield.,,U,GTC,WB,4.025,2,Instant
,Debt to the Deathless,Gld,Each opponent loses two times X life. You gain life equal to the life lost this way.,,U,DGM,XWWBB,3.784,9,Sorcery
,One Thousand Lashes,Gld,"Enchant creature
Enchanted creature canﾒt attack or block, and its activated abilities canﾒt be activated.
At the beginning of the upkeep of enchanted creatureﾒs controller, that player loses 1 life.",,U,GTC,2WB,3.068,2,Enchantment - Aura
,Aurelia's Fury,Gld,Aureliaﾒs Fury deals X damage divided as you choose among any number of target creatures and/or players. Tap each creature dealt damage this way. Players dealt damage this way canﾒt cast noncreature spells this turn.,,M,GTC,XRW,4.041,1,Instant
,Gleam of Battle,Gld,"Whenever a creature you control attacks, put a +1/+1 counter on it.",,U,DGM,4RW,3.162,7,Enchantment
,Coursers' Accord,Gld,"Put a 3/3 green Centaur creature token onto the battlefield, then populate. #(Put a token onto the battlefield thatﾒs a copy of a creature token you control.)#",,C,RTR,4GW,2.673,1,Sorcery
,Unflinching Courage,Gld,"Enchant creature
Enchanted creature gets +2/+2 and has trample and lifelink.",,U,DGM,1GW,3.835,8,Enchantment - Aura
,Psychic Strike,Gld,Counter target spell. Its controller puts the top two cards of his or her library into his or her graveyard.,,C,GTC,1UB,3.704,9,Instant
,Warped Physique,Gld,"Target creature gets +X/-X until end of turn, where X is the number of cards in your hand.",,U,DGM,UB,3.513,5,Instant
,Dimir Charm,Gld,"Choose one ﾗ Counter target sorcery spell; or destroy target creature with power 2 or less; or look at the top three cards of target playerﾒs library, then put one back and the rest into that playerﾒs graveyard.",,U,GTC,UB,4.197,2,Instant
,Pilfered Plans,Gld,Target player puts the top two cards of his or her library into his or her graveyard. Draw two cards.,,C,DGM,1UB,3.745,11,Sorcery
,Dragonshift,Gld,"Until end of turn, target creature you control becomes a 4/4 blue and red Dragon, loses all abilities, and gains flying.
Overload %3%U%U%R%R #(You may cast this spell for its overload cost. If you do, change its text by replacing all instances of ﾓtargetﾔ with ﾓeach.ﾔ)#",,R,DGM,1UR,3.761,3,Instant
,Chemister's Trick,Gld,"Target creature you donﾒt control gets -2/-0 until end of turn and attacks this turn if able.
Overload %3%U%R #(You may cast this spell for its overload cost. If you do, change its text by replacing all instances of ﾓtargetﾔ with ﾓeach.ﾔ)#",,C,RTR,UR,2.627,3,Instant
,Blast of Genius,Gld,"Choose target creature or player. Draw three cards, then discard a card. Blast of Genius deals damage equal to the discarded cardﾒs converted mana cost to that creature or player.",,U,DGM,4UR,3.325,4,Sorcery
,Plasm Capture,Gld,"Counter target spell. At the beginning of your next precombat main phase, add X mana in any combination of colors to your mana pool, where X is that spellﾒs converted mana cost.",,R,DGM,GGUU,5,5,Instant
,Simic Charm,Gld,Choose one ﾗ Target creature gets +3/+3 until end of turn; or permanents you control gain hexproof until end of turn; or return target creature to its ownerﾒs hand.,,U,GTC,GU,3.742,2,Instant
,Hydroform,Gld,Target land becomes a 3/3 Elemental creature with flying until end of turn. Itﾒs still a land.,,C,GTC,GU,2.592,3,Instant
,Bred for the Hunt,Gld,"Whenever a creature you control with a +1/+1 counter on it deals combat damage to a player, you may draw a card.",,U,DGM,1GU,3.755,12,Enchantment
,Showstopper,Gld,"Until end of turn, creatures you control gain ﾓWhen this creature dies, it deals 2 damage to target creature an opponent controls.ﾔ",,U,DGM,1BR,2.965,6,Instant
,Auger Spree,Gld,Target creature gets +4/-4 until end of turn.,,C,RTR,1BR,3.149,2,Instant
,Morgue Burst,Gld,Return target creature card from your graveyard to your hand. Morgue Burst deals damage to target creature or player equal to the power of the card returned this way.,,C,DGM,4BR,3.486,16,Sorcery
,Skull Rend,Gld,Skull Rend deals 2 damage to each opponent. Those players each discard two cards at random.,,C,RTR,3BR,2.777,3,Sorcery
,Putrefy,Gld,Destroy target artifact or creature. It canﾒt be regenerated.,,U,DGM,1BG,4.305,6,Instant
,Drown in Filth,Gld,"Choose target creature. Put the top four cards of your library into your graveyard, then that creature gets -1/-1 until end of turn for each land card in your graveyard.",,C,DGM,BG,3.564,9,Sorcery
,Rites of Reaping,Gld,Target creature gets +3/+3 until end of turn. Another target creature gets -3/-3 until end of turn.,,U,RTR,4BG,1.433,1,Sorcery
,Gaze of Granite,Gld,Destroy each nonland permanent with converted mana cost X or less.,,R,DGM,XBBG,3.812,2,Sorcery
,Ready/Willing,Gld,"Creatures you control are indestructible this turn. Untap each creature you control.
//
Creatures you control gain deathtouch and lifelink until end of turn.
//
Fuse #(You may cast one or both halves of this card from your hand.)#",,R,DGM,1GW/1WB,0.000,2,Instant/Instant
,Catch/Release,Gld,"Gain control of target permanent until end of turn. Untap it. It gains haste until end of turn.
//
Each player sacrifices an artifact, a creature, an enchantment, a land, and a planeswalker.
//
Fuse #(You may cast one or both halves of this card from your hand.)#",,R,DGM,1UR/4RW,0.000,1,Sorcery/Sorcery
,Flesh/Blood,Gld,"Exile target creature card from a graveyard. Put X +1/+1 counters on target creature, where X is the power of the card you exiled.
//
Target creature you control deals damage equal to its power to target creature or player.
//
Fuse #(You may cast one or both halves of this card from your hand.)#",,R,DGM,3BG/RG,0.000,1,Sorcery/Sorcery
,Gruul Cluestone,Art,"%T: Add %R or %G to your mana pool.
%R%G, %T, Sacrifice Gruul Cluestone: Draw a card.",,C,DGM,3,2.719,9,Artifact
,Golgari Keyrune,Art,"%T: Add %B or %G to your mana pool.
%B%G: Golgari Keyrune becomes a 2/2 black and green Insect artifact creature with deathtouch until end of turn.",,U,RTR,3,3.271,2,Artifact
,Golgari Cluestone,Art,"%T: Add %B or %G to your mana pool.
%B%G, %T, Sacrifice Golgari Cluestone: Draw a card.",,C,DGM,3,2.607,15,Artifact
,Rakdos Keyrune,Art,"%T: Add %B or %R to your mana pool.
%B%R: Rakdos Keyrune becomes a 3/1 black and red Devil artifact creature with first strike until end of turn.",,U,RTR,3,3.411,2,Artifact
,Rakdos Cluestone,Art,"%T: Add %B or %R to your mana pool.
%B%R, %T, Sacrifice Rakdos Cluestone: Draw a card.",,C,DGM,3,2.646,10,Artifact
,Simic Keyrune,Art,"%T: Add %G or %U to your mana pool.
%G%U: Simic Keyrune becomes a 2/3 green and blue Crab artifact creature with hexproof until end of turn. #(It canﾒt be the target of spells or abilities your opponents control.)#",,U,GTC,3,3.128,2,Artifact
,Izzet Cluestone,Art,"%T: Add %U or %R to your mana pool.
%U%R, %T, Sacrifice Izzet Cluestone: Draw a card.",,C,DGM,3,3.078,11,Artifact
,Dimir Cluestone,Art,"%T: Add %U or %B to your mana pool.
%U%B, %T, Sacrifice Dimir Cluestone: Draw a card.",,C,DGM,3,2.650,11,Artifact
,Selesnya Cluestone,Art,"%T: Add %G or %W to your mana pool.
%G%W, %T, Sacrifice Selesnya Cluestone: Draw a card.",,C,DGM,3,2.727,12,Artifact
,Boros Cluestone,Art,"%T: Add %R or %W to your mana pool.
%R%W, %T, Sacrifice Boros Cluestone: Draw a card.",,C,DGM,3,2.843,14,Artifact
,Orzhov Keyrune,Art,"%T: Add %W or %B to your mana pool.
%W%B: Orzhov Keyrune becomes a 1/4 white and black Thrull artifact creature with lifelink until end of turn.",,U,GTC,3,3.011,1,Artifact
,Orzhov Cluestone,Art,"%T: Add %W or %B to your mana pool.
%W%B, %T, Sacrifice Orzhov Cluestone: Draw a card.",,C,DGM,3,2.641,16,Artifact
,Sands of Delirium,Art,"%X, %T: Target player puts the top X cards of his or her library into his or her graveyard.",,R,M13,3,3.831,1,Artifact
,Prophetic Prism,Art,"When Prophetic Prism enters the battlefield, draw a card.
%1, %T: Add one mana of any color to your mana pool.",,C,GTC,2,3.865,1,Artifact
,Glaring Spotlight,Art,"Creatures your opponents control with hexproof can be the targets of spells and abilities you control as though they didnﾒt have hexproof.
%3, Sacrifice Glaring Spotlight: Creatures you control gain hexproof until end of turn and are unblockable this turn.",,R,GTC,1,3.888,1,Artifact
,Codex Shredder,Art,"%T: Target player puts the top card of his or her library into his or her graveyard.
%5, %T, Sacrifice Codex Shredder: Return target card from your graveyard to your hand.",,U,RTR,1,3.205,2,Artifact
,Angel's Mercy,W,You gain 7 life.,,C,AVR,2WW,1.355,4,Instant
,Divine Verdict,W,Destroy target attacking or blocking creature.,,C,M13,3W,5,6,Instant
,Safe Passage,W,Prevent all damage that would be dealt to you and creatures you control this turn.,,C,M13,2W,3.561,5,Instant
,Avenging Arrow,W,Destroy target creature that dealt damage this turn.,,C,RTR,2W,2.411,8,Instant
,Glorious Charge,W,Creatures you control get +1/+1 until end of turn.,,C,M13,1W,2.088,5,Instant
,Swift Justice,W,"Until end of turn, target creature gets +1/+0 and gains first strike and lifelink.",,C,RTR,W,4.000,3,Instant
,Smite,W,Destroy target blocked creature.,,C,GTC,W,5,7,Instant
,Rain of Blades,W,Rain of Blades deals 1 damage to each attacking creature.,,U,M13,W,2.824,5,Instant
,Erase,W,Exile target enchantment.,,C,M13,W,3.500,5,Instant
,Knight Watch,W,Put two 2/2 white Knight creature tokens with vigilance onto the battlefield.,,C,GTC,4W,2.845,4,Sorcery
,Angelic Edict,W,Exile target creature or enchantment.,,C,GTC,4W,2.782,6,Sorcery
,Captain's Call,W,Put three 1/1 white Soldier creature tokens onto the battlefield.,,C,M13,3W,3.041,5,Sorcery
,Knightly Valor,W,"Enchant creature
When Knightly Valor enters the battlefield, put a 2/2 white Knight creature token with vigilance onto the battlefield.
Enchanted creature gets +2/+2 and has vigilance.",,C,RTR,4W,5,3,Enchantment - Aura
,Angelic Benediction,W,"Exalted #(Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)#
Whenever a creature you control attacks alone, you may tap target creature.",,U,M13,3W,5,4,Enchantment
,Security Blockade,W,"Enchant land
When Security Blockade enters the battlefield, put a 2/2 white Knight creature token with vigilance onto the battlefield.
Enchanted land has ﾓ%T: Prevent the next 1 damage that would be dealt to you this turn.ﾔ",,U,RTR,2W,2.721,2,Enchantment - Aura
,Oblivion Ring,W,"When Oblivion Ring enters the battlefield, exile another target nonland permanent.
When Oblivion Ring leaves the battlefield, return the exiled card to the battlefield under its ownerﾒs control.",,U,M13,2W,5,6,Enchantment
,Pacifism,W,"Enchant creature
Enchanted creature canﾒt attack or block.",,C,M13,1W,5,6,Enchantment - Aura
,Divine Favor,W,"Enchant creature
When Divine Favor enters the battlefield, you gain 3 life.
Enchanted creature gets +1/+3.",,C,M13,1W,2.167,6,Enchantment - Aura
,Guildscorn Ward,W,"Enchant creature
Enchanted creature has protection from multicolored.",,C,GTC,W,2.509,6,Enchantment - Aura
,Rewind,U,Counter target spell. Untap up to four lands.,,U,M13,2UU,4.248,4,Instant
,Downpour,U,Tap up to three target creatures.,,C,M13,1U,3.226,4,Instant
,Negate,U,Counter target noncreature spell.,,C,M13,1U,5,6,Instant
,Essence Scatter,U,Counter target creature spell.,,C,M13,1U,3.527,5,Instant
,Unsummon,U,Return target creature to its ownerﾒs hand.,,C,M13,U,4.164,4,Instant
,Hydrosurge,U,Target creature gets -5/-0 until end of turn.,,C,M13,U,1.500,5,Instant
,Switcheroo,U,Exchange control of two target creatures.,,U,M13,4U,3.897,4,Sorcery
,Talrand's Invocation,U,Put two 2/2 blue Drake creature tokens with flying onto the battlefield.,,U,M13,2UU,3.869,6,Sorcery
,Sleep,U,Tap all creatures target player controls. Those creatures donﾒt untap during that playerﾒs next untap step.,,U,M13,2UU,3.912,4,Sorcery
,Mind Sculpt,U,Target opponent puts the top seven cards of his or her library into his or her graveyard.,,C,M13,1U,0.000,4,Sorcery
,Inaction Injunction,U,"Detain target creature an opponent controls. #(Until your next turn, that creature canﾒt attack or block and its activated abilities canﾒt be activated.)#
Draw a card.",,C,RTR,1U,3.329,2,Sorcery
,Hands of Binding,U,"Tap target creature an opponent controls. That creature doesnﾒt untap during its controllerﾒs next untap step.
Cipher #(Then you may exile this spell card encoded on a creature you control. Whenever that creature deals combat damage to a player, its controller may cast a copy of the encoded card without paying its mana cost.)#",,C,GTC,1U,3.518,6,Sorcery
,Index,U,"Look at the top five cards of your library, then put them back in any order.",,C,M13,U,3.258,4,Sorcery
,Way of the Thief,U,"Enchant creature
Enchanted creature gets +2/+2.
Enchanted creature is unblockable as long as you control a Gate.",,C,GTC,3U,2.012,3,Enchantment - Aura
,Tricks of the Trade,U,"Enchant creature
Enchanted creature gets +2/+0 and is unblockable.",,C,M13,3U,3.100,4,Enchantment - Aura
,Encrust,U,"Enchant artifact or creature
Enchanted permanent doesnﾒt untap during its controllerﾒs untap step and its activated abilities canﾒt be activated.",,C,M13,1UU,2.700,5,Enchantment - Aura
,Killing Glare,B,Destroy target creature with power X or less.,,U,GTC,XB,2.689,3,Instant
,Public Execution,B,Destroy target creature an opponent controls. Each other creature that player controls gets -2/-0 until end of turn.,,U,M13,5B,2.529,4,Instant
